stateTime,Protocol Circulating Supply,Total FIL Mined,Total FIL Vested,Fil Reserve Disbursed,Total FIL Burned,Total FIL Locked
"2020-10-14","8.52","6.76","0.30","17.07",-3.54,-12.08
"2020-10-15","9.29","6.91","1.09","17.07",-3.55,-12.23
"2020-10-16","10.07","7.07","1.88","17.07",-3.55,-12.39
"2020-10-17","10.85","7.22","2.66","17.07",-3.56,-12.54
"2020-10-18","11.62","7.37","3.45","17.07",-3.56,-12.7
"2020-10-19","12.40","7.53","4.23","17.07",-3.57,-12.86
"2020-10-20","13.17","7.68","5.02","17.07",-3.57,-13.03
"2020-10-21","13.94","7.83","5.81","17.07",-3.58,-13.18
"2020-10-22","14.74","7.95","6.59","17.07",-3.59,-13.28
"2020-10-23","15.53","8.07","7.38","17.07",-3.59,-13.39
"2020-10-24","16.32","8.22","8.16","17.07",-3.6,-13.53
"2020-10-25","17.10","8.37","8.95","17.07",-3.71,-13.57
"2020-10-26","17.88","8.52","9.74","17.07",-3.73,-13.71
"2020-10-27","18.66","8.67","10.52","17.07",-3.73,-13.87
"2020-10-28","19.43","8.82","11.31","17.07",-3.74,-14.02
"2020-10-29","20.20","8.98","12.09","17.07",-3.75,-14.18
"2020-10-30","20.98","9.13","12.88","17.07",-3.76,-14.34
"2020-10-31","21.75","9.29","13.67","17.07",-3.76,-14.51
"2020-11-01","22.52","9.45","14.45","17.07",-3.76,-14.68
"2020-11-02","23.30","9.61","15.24","17.07",-3.77,-14.84
"2020-11-03","24.07","9.77","16.02","17.07",-3.77,-15.02
"2020-11-04","24.84","9.94","16.81","17.07",-3.78,-15.19
"2020-11-05","25.61","10.10","17.60","17.07",-3.79,-15.36
"2020-11-06","26.37","10.27","18.38","17.07",-3.79,-15.55
"2020-11-07","27.14","10.43","19.17","17.07",-3.8,-15.73
"2020-11-08","27.90","10.60","19.95","17.07",-3.8,-15.91
"2020-11-09","28.65","10.77","20.74","17.07",-3.81,-16.11
"2020-11-10","29.40","10.93","21.53","17.07",-3.83,-16.29
"2020-11-11","30.14","11.10","22.31","17.07",-3.87,-16.47
"2020-11-12","30.87","11.28","23.10","17.07",-3.91,-16.66
"2020-11-13","31.59","11.45","23.88","17.07",-3.96,-16.84
"2020-11-14","32.32","11.62","24.67","17.07",-4,-17.03
"2020-11-15","33.06","11.79","25.46","17.07",-4.03,-17.22
"2020-11-16","33.78","11.97","26.24","17.07",-4.1,-17.4
"2020-11-17","34.47","12.15","27.03","17.07",-4.17,-17.6
"2020-11-18","35.16","12.33","27.81","17.07",-4.25,-17.8
"2020-11-19","35.85","12.51","28.60","17.07",-4.33,-18
"2020-11-20","36.59","12.70","29.39","17.07",-4.35,-18.21
"2020-11-21","37.29","12.88","30.17","17.07",-4.44,-18.39
"2020-11-22","38.03","13.06","30.96","17.07",-4.46,-18.59
"2020-11-23","38.84","13.25","31.74","17.07",-4.47,-18.76
"2020-11-24","44.57","13.45","37.46","17.07",-4.47,-18.93
"2020-11-25","45.18","13.64","38.10","17.07",-4.48,-19.15
"2020-11-26","45.72","13.84","38.75","17.07",-4.58,-19.35
"2020-11-27","46.25","14.03","39.40","17.07",-4.7,-19.55
"2020-11-28","46.82","14.23","40.05","17.07",-4.75,-19.78
"2020-11-29","47.35","14.43","40.70","17.07",-4.87,-19.97
"2020-11-30","47.86","14.63","41.34","17.07",-5,-20.18
"2020-12-01","48.35","14.84","41.99","17.07",-5.16,-20.39
"2020-12-02","48.84","15.04","42.64","17.07",-5.31,-20.6
"2020-12-03","49.39","15.25","43.29","17.07",-5.37,-20.85
"2020-12-04","49.88","15.46","43.94","17.07",-5.52,-21.06
"2020-12-05","50.36","15.66","44.59","17.07",-5.67,-21.28
"2020-12-06","50.87","15.87","45.23","17.07",-5.78,-21.52
"2020-12-07","51.34","16.08","45.88","17.07",-5.95,-21.74
"2020-12-08","51.80","16.29","46.53","17.07",-6.13,-21.95
"2020-12-09","52.29","16.51","47.18","17.07",-6.27,-22.19
"2020-12-10","52.71","16.72","47.83","17.07",-6.48,-22.43
"2020-12-11","53.14","16.94","48.47","17.07",-6.69,-22.66
"2020-12-12","53.59","17.16","49.12","17.07",-6.87,-22.89
"2020-12-13","54.04","17.38","49.77","17.07",-7.05,-23.12
"2020-12-14","54.47","17.60","50.42","17.07",-7.27,-23.35
"2020-12-15","54.91","17.82","51.07","17.07",-7.48,-23.56
"2020-12-16","55.36","18.04","51.71","17.07",-7.67,-23.79
"2020-12-17","55.84","18.26","52.36","17.07",-7.84,-24.02
"2020-12-18","56.40","18.43","53.01","17.07",-7.93,-24.17
"2020-12-19","57.03","18.61","53.66","17.07",-7.98,-24.33
"2020-12-20","57.57","18.83","54.31","17.07",-8.08,-24.55
"2020-12-21","58.08","19.06","54.96","17.07",-8.23,-24.77
"2020-12-22","58.54","19.29","55.60","17.07",-8.42,-24.99
"2020-12-23","59.03","19.52","56.25","17.07",-8.59,-25.22
"2020-12-24","59.47","19.75","56.90","17.07",-8.79,-25.45
"2020-12-25","59.95","19.98","57.55","17.07",-8.96,-25.69
"2020-12-26","60.44","20.22","58.20","17.07",-9.12,-25.93
"2020-12-27","60.92","20.45","58.84","17.07",-9.29,-26.16
"2020-12-28","61.39","20.69","59.49","17.07",-9.46,-26.39
"2020-12-29","61.86","20.93","60.14","17.07",-9.65,-26.63
"2020-12-30","62.33","21.16","60.79","17.07",-9.84,-26.86
"2020-12-31","62.80","21.41","61.44","17.07",-10.02,-27.09
"2021-01-01","63.30","21.65","62.08","17.07",-10.16,-27.34
"2021-01-02","63.76","21.90","62.73","17.07",-10.35,-27.58
"2021-01-03","64.28","22.14","63.38","17.07",-10.5,-27.81
"2021-01-04","64.78","22.38","64.03","17.07",-10.65,-28.05
"2021-01-05","65.26","22.63","64.68","17.07",-10.83,-28.29
"2021-01-06","65.72","22.88","65.33","17.07",-11.03,-28.52
"2021-01-07","66.16","23.13","65.97","17.07",-11.25,-28.76
"2021-01-08","66.69","23.38","66.62","17.07",-11.38,-29.01
"2021-01-09","67.23","23.64","67.27","17.07",-11.5,-29.25
"2021-01-10","67.80","23.90","67.92","17.07",-11.58,-29.5
"2021-01-11","68.36","24.15","68.57","17.07",-11.69,-29.74
"2021-01-12","68.85","24.40","69.21","17.07",-11.86,-29.97
"2021-01-13","69.30","24.66","69.86","17.07",-12.07,-30.23
"2021-01-14","69.77","24.92","70.51","17.07",-12.26,-30.47
"2021-01-15","70.28","25.18","71.16","17.07",-12.39,-30.73
"2021-01-16","70.72","25.43","71.81","17.07",-12.62,-30.97
"2021-01-17","71.23","25.70","72.46","17.07",-12.76,-31.23
"2021-01-18","71.73","25.96","73.10","17.07",-12.92,-31.48
"2021-01-19","72.27","26.23","73.75","17.07",-13.03,-31.74
"2021-01-20","72.84","26.49","74.40","17.07",-13.13,-31.99
"2021-01-21","73.40","26.75","75.05","17.07",-13.22,-32.25
"2021-01-22","73.88","27.02","75.70","17.07",-13.38,-32.52
"2021-01-23","74.39","27.29","76.34","17.07",-13.53,-32.79
"2021-01-24","74.91","27.57","76.99","17.07",-13.65,-33.07
"2021-01-25","75.38","27.84","77.64","17.07",-13.83,-33.34
"2021-01-26","75.87","28.12","78.29","17.07",-13.98,-33.63
"2021-01-27","76.35","28.39","78.94","17.07",-14.14,-33.91
"2021-01-28","76.83","28.67","79.58","17.07",-14.3,-34.19
"2021-01-29","77.36","28.95","80.23","17.07",-14.41,-34.48
"2021-01-30","77.85","29.23","80.88","17.07",-14.56,-34.77
"2021-01-31","78.35","29.51","81.53","17.07",-14.69,-35.06
"2021-02-01","78.84","29.79","82.18","17.07",-14.86,-35.34
"2021-02-02","79.32","30.07","82.83","17.07",-15.01,-35.63
"2021-02-03","79.82","30.35","83.47","17.07",-15.16,-35.92
"2021-02-04","80.31","30.64","84.12","17.07",-15.31,-36.21
"2021-02-05","80.77","30.93","84.77","17.07",-15.49,-36.5
"2021-02-06","81.25","31.22","85.42","17.07",-15.66,-36.8
"2021-02-07","81.77","31.51","86.07","17.07",-15.77,-37.1
"2021-02-08","82.26","31.80","86.71","17.07",-15.92,-37.4
"2021-02-09","82.74","32.10","87.36","17.07",-16.09,-37.7
"2021-02-10","83.29","32.39","88.01","17.07",-16.18,-37.99
"2021-02-11","83.84","32.68","88.66","17.07",-16.28,-38.29
"2021-02-12","84.40","32.98","89.31","17.07",-16.36,-38.59
"2021-02-13","85.03","33.28","89.95","17.07",-16.38,-38.89
"2021-02-14","85.66","33.59","90.60","17.07",-16.39,-39.2
"2021-02-15","86.25","33.89","91.25","17.07",-16.45,-39.5
"2021-02-16","86.82","34.19","91.90","17.07",-16.53,-39.81
"2021-02-17","87.29","34.50","92.55","17.07",-16.71,-40.11
"2021-02-18","87.79","34.80","93.20","17.07",-16.87,-40.41
"2021-02-19","88.39","35.11","93.84","17.07",-16.91,-40.72
